IndID,polycode,value,label
Barriers_dep,E01012696,10,LSOA: E01012696<br/>Rank: 30851 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012697,8,LSOA: E01012697<br/>Rank: 26169 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012698,8,LSOA: E01012698<br/>Rank: 24195 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012699,9,LSOA: E01012699<br/>Rank: 27505 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012700,10,LSOA: E01012700<br/>Rank: 32325 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012701,10,LSOA: E01012701<br/>Rank: 31052 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012702,9,LSOA: E01012702<br/>Rank: 26703 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012703,10,LSOA: E01012703<br/>Rank: 31041 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012704,6,LSOA: E01012704<br/>Rank: 19327 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012705,10,LSOA: E01012705<br/>Rank: 30069 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012706,10,LSOA: E01012706<br/>Rank: 30941 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012707,9,LSOA: E01012707<br/>Rank: 26377 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012708,10,LSOA: E01012708<br/>Rank: 30487 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012709,10,LSOA: E01012709<br/>Rank: 30220 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012710,8,LSOA: E01012710<br/>Rank: 24780 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012711,10,LSOA: E01012711<br/>Rank: 30985 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012712,10,LSOA: E01012712<br/>Rank: 29828 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012713,10,LSOA: E01012713<br/>Rank: 30514 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012714,10,LSOA: E01012714<br/>Rank: 30172 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012715,10,LSOA: E01012715<br/>Rank: 31296 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012716,8,LSOA: E01012716<br/>Rank: 23869 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012717,7,LSOA: E01012717<br/>Rank: 20469 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012718,9,LSOA: E01012718<br/>Rank: 27254 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012719,9,LSOA: E01012719<br/>Rank: 27362 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012720,8,LSOA: E01012720<br/>Rank: 23350 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012721,5,LSOA: E01012721<br/>Rank: 15987 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012722,6,LSOA: E01012722<br/>Rank: 19635 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012723,8,LSOA: E01012723<br/>Rank: 24135 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012724,7,LSOA: E01012724<br/>Rank: 21014 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012725,10,LSOA: E01012725<br/>Rank: 32407 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012726,8,LSOA: E01012726<br/>Rank: 25458 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012727,7,LSOA: E01012727<br/>Rank: 21559 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012728,10,LSOA: E01012728<br/>Rank: 30180 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012729,10,LSOA: E01012729<br/>Rank: 32078 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012730,6,LSOA: E01012730<br/>Rank: 16804 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012731,9,LSOA: E01012731<br/>Rank: 28246 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012732,6,LSOA: E01012732<br/>Rank: 18509 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012733,9,LSOA: E01012733<br/>Rank: 28211 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012734,10,LSOA: E01012734<br/>Rank: 31306 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012735,7,LSOA: E01012735<br/>Rank: 21433 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012736,7,LSOA: E01012736<br/>Rank: 22157 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012737,7,LSOA: E01012737<br/>Rank: 21798 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012738,8,LSOA: E01012738<br/>Rank: 24753 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012739,9,LSOA: E01012739<br/>Rank: 28990 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012740,9,LSOA: E01012740<br/>Rank: 29201 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012741,10,LSOA: E01012741<br/>Rank: 31727 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012742,9,LSOA: E01012742<br/>Rank: 29217 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012743,9,LSOA: E01012743<br/>Rank: 28748 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012744,9,LSOA: E01012744<br/>Rank: 27574 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012745,10,LSOA: E01012745<br/>Rank: 30881 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012746,10,LSOA: E01012746<br/>Rank: 30408 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012747,10,LSOA: E01012747<br/>Rank: 31670 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012748,8,LSOA: E01012748<br/>Rank: 25677 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012749,8,LSOA: E01012749<br/>Rank: 25750 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012750,10,LSOA: E01012750<br/>Rank: 31503 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012751,6,LSOA: E01012751<br/>Rank: 17799 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012752,6,LSOA: E01012752<br/>Rank: 19645 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012753,10,LSOA: E01012753<br/>Rank: 30154 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012754,9,LSOA: E01012754<br/>Rank: 26415 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01012755,10,LSOA: E01012755<br/>Rank: 30963 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024981,5,LSOA: E01024981<br/>Rank: 15624 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024982,5,LSOA: E01024982<br/>Rank: 16392 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024983,10,LSOA: E01024983<br/>Rank: 32471 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024984,10,LSOA: E01024984<br/>Rank: 29722 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024985,10,LSOA: E01024985<br/>Rank: 32719 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024986,9,LSOA: E01024986<br/>Rank: 29161 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024987,9,LSOA: E01024987<br/>Rank: 28910 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024988,9,LSOA: E01024988<br/>Rank: 28865 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024989,10,LSOA: E01024989<br/>Rank: 32686 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024990,10,LSOA: E01024990<br/>Rank: 32482 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024991,8,LSOA: E01024991<br/>Rank: 23168 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024992,8,LSOA: E01024992<br/>Rank: 25904 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024993,4,LSOA: E01024993<br/>Rank: 11532 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024994,4,LSOA: E01024994<br/>Rank: 12383 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024995,4,LSOA: E01024995<br/>Rank: 12402 (out of 32844)<br>Decile: 4 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024996,6,LSOA: E01024996<br/>Rank: 19688 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024997,10,LSOA: E01024997<br/>Rank: 32560 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024998,2,LSOA: E01024998<br/>Rank: 6298 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01024999,10,LSOA: E01024999<br/>Rank: 32492 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025000,10,LSOA: E01025000<br/>Rank: 31623 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025001,10,LSOA: E01025001<br/>Rank: 29789 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025002,10,LSOA: E01025002<br/>Rank: 32639 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025003,10,LSOA: E01025003<br/>Rank: 32599 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025004,9,LSOA: E01025004<br/>Rank: 28474 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025005,9,LSOA: E01025005<br/>Rank: 28661 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025006,2,LSOA: E01025006<br/>Rank: 5834 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025007,5,LSOA: E01025007<br/>Rank: 15899 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025008,9,LSOA: E01025008<br/>Rank: 26602 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025009,10,LSOA: E01025009<br/>Rank: 32371 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025010,8,LSOA: E01025010<br/>Rank: 25112 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025011,10,LSOA: E01025011<br/>Rank: 32504 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025012,10,LSOA: E01025012<br/>Rank: 31780 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025013,10,LSOA: E01025013<br/>Rank: 32513 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025014,2,LSOA: E01025014<br/>Rank: 4663 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025015,10,LSOA: E01025015<br/>Rank: 30024 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025016,6,LSOA: E01025016<br/>Rank: 17429 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025017,10,LSOA: E01025017<br/>Rank: 31682 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025018,10,LSOA: E01025018<br/>Rank: 32633 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025019,10,LSOA: E01025019<br/>Rank: 31919 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025020,8,LSOA: E01025020<br/>Rank: 23406 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025021,8,LSOA: E01025021<br/>Rank: 25337 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025022,10,LSOA: E01025022<br/>Rank: 31378 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025023,10,LSOA: E01025023<br/>Rank: 30127 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025024,8,LSOA: E01025024<br/>Rank: 25340 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025025,10,LSOA: E01025025<br/>Rank: 32714 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025026,2,LSOA: E01025026<br/>Rank: 6103 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025027,6,LSOA: E01025027<br/>Rank: 16807 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025028,10,LSOA: E01025028<br/>Rank: 30597 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025029,7,LSOA: E01025029<br/>Rank: 21446 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025030,10,LSOA: E01025030<br/>Rank: 31881 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025031,1,LSOA: E01025031<br/>Rank: 2649 (out of 32844)<br>Decile: 1 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025541,8,LSOA: E01025541<br/>Rank: 25647 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025542,9,LSOA: E01025542<br/>Rank: 26298 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025543,10,LSOA: E01025543<br/>Rank: 32050 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025544,10,LSOA: E01025544<br/>Rank: 32487 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025545,9,LSOA: E01025545<br/>Rank: 26552 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025546,10,LSOA: E01025546<br/>Rank: 30658 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025547,3,LSOA: E01025547<br/>Rank: 7453 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025548,5,LSOA: E01025548<br/>Rank: 13992 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025549,2,LSOA: E01025549<br/>Rank: 6056 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025550,7,LSOA: E01025550<br/>Rank: 21521 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025551,6,LSOA: E01025551<br/>Rank: 19040 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025552,8,LSOA: E01025552<br/>Rank: 25989 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025553,2,LSOA: E01025553<br/>Rank: 5383 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025554,9,LSOA: E01025554<br/>Rank: 28725 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025555,7,LSOA: E01025555<br/>Rank: 22097 (out of 32844)<br>Decile: 7 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025556,10,LSOA: E01025556<br/>Rank: 30187 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025557,3,LSOA: E01025557<br/>Rank: 9553 (out of 32844)<br>Decile: 3 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025558,8,LSOA: E01025558<br/>Rank: 26046 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025559,9,LSOA: E01025559<br/>Rank: 26319 (out of 32844)<br>Decile: 9 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025560,10,LSOA: E01025560<br/>Rank: 31116 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025561,2,LSOA: E01025561<br/>Rank: 6024 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025562,2,LSOA: E01025562<br/>Rank: 5507 (out of 32844)<br>Decile: 2 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025563,6,LSOA: E01025563<br/>Rank: 17985 (out of 32844)<br>Decile: 6 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025564,10,LSOA: E01025564<br/>Rank: 32039 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025565,8,LSOA: E01025565<br/>Rank: 24850 (out of 32844)<br>Decile: 8 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025566,5,LSOA: E01025566<br/>Rank: 13549 (out of 32844)<br>Decile: 5 (out of 10)<br>(Lowest ranks/deciles = most deprived)
Barriers_dep,E01025567,10,LSOA: E01025567<br/>Rank: 31298 (out of 32844)<br>Decile: 10 (out of 10)<br>(Lowest ranks/deciles = most deprived)
